plotNumber,environment,genotype,genotype_clean,rep,row,column,days_to_flower
1424,Nebraska2025,PI576349,PI576349,1,26,10,58.0
1425,Nebraska2025,PI655980,PI655980,1,27,10,56.0
1426,Nebraska2025,PI534010,PI534010,1,28,10,67.0
1427,Nebraska2025,PI533905,PI533905,1,29,10,69.0
1428,Nebraska2025,PI533886,PI533886,1,30,10,54.0
1429,Nebraska2025,PI534158,PI534158,1,31,10,64.0
1430,Nebraska2025,PI656094,PI656094,1,32,10,71.0
1431,Nebraska2025,PI595711,PI595711,1,33,10,67.0
1432,Nebraska2025,PI655996,PI655996,1,34,10,64.0
1433,Nebraska2025,PI564163,PI564163,1,35,10,59.0
1434,Nebraska2025,PI533831,PI533831,1,36,10,71.0
1435,Nebraska2025,PI533942,PI533942,1,37,10,65.0
1436,Nebraska2025,PI534145,PI534145,1,38,10,58.0
1437,Nebraska2025,PI576421,PI576421,1,39,10,59.0
1438,Nebraska2025,PI655989,PI655989,1,40,10,66.0
1439,Nebraska2025,PI576339,PI576339,1,41,10,56.0
1440,Nebraska2025,PI656020,PI656020,1,42,10,66.0
1441,Nebraska2025,PI595705,PI595705,1,43,10,57.0
1442,Nebraska2025,PI533994,PI533994,1,44,10,66.0
1443,Nebraska2025,PI153846,PI153846,1,45,10,57.0
1444,Nebraska2025,PI576387,PI576387,1,46,10,59.0
1445,Nebraska2025,PI576366,PI576366,1,47,10,64.0
1446,Nebraska2025,PI533979,PI533979,1,48,10,59.0
1447,Nebraska2025,PI153844,PI153844,1,49,10,69.0
1448,Nebraska2025,PI656090,PI656090,1,50,10,58.0
1449,Nebraska2025,SC0463,SC0463,1,51,10,69.0
1450,Nebraska2025,PI534128,PI534128,1,52,10,69.0
1451,Nebraska2025,PI534017,PI534017,1,52,11,58.0
1452,Nebraska2025,PI533794,PI533794,1,51,11,63.0
1453,Nebraska2025,PI533964,PI533964,1,50,11,68.0
1454,Nebraska2025,PI534039,PI534039,1,49,11,54.0
1455,Nebraska2025,PI656034,PI656034,1,48,11,68.0
1456,Nebraska2025,SC0191,SC0191,1,47,11,57.0
1457,Nebraska2025,PI564163,PI564163,1,46,11,62.0
1458,Nebraska2025,SC0297,SC0297,1,45,11,51.0
1459,Nebraska2025,PI533904,PI533904,1,44,11,66.0
1460,Nebraska2025,PI595743,PI595743,1,43,11,70.0
1461,Nebraska2025,PI564163,PI564163,1,42,11,60.0
1462,Nebraska2025,PI534054,PI534054,1,41,11,71.0
1463,Nebraska2025,PI561073,PI561073,1,40,11,70.0
1464,Nebraska2025,PI534034,PI534034,1,39,11,65.0
1465,Nebraska2025,PI597958,PI597958,1,38,11,59.0
1466,Nebraska2025,PI656100,PI656100,1,37,11,71.0
1467,Nebraska2025,PI564163,PI564163,1,36,11,60.0
1468,Nebraska2025,SC0618,SC0618,1,35,11,67.0
1470,Nebraska2025,PI656036,PI656036,1,33,11,68.0
1471,Nebraska2025,PI533765,PI533765,1,32,11,59.0
1472,Nebraska2025,PI48770,PI48770,1,31,11,64.0
1473,Nebraska2025,SC0263,SC0263,1,30,11,66.0
1474,Nebraska2025,PI597966,PI597966,1,29,11,57.0
1475,Nebraska2025,SC1024,SC1024,1,28,11,66.0
1476,Nebraska2025,PI533987,PI533987,1,27,11,52.0
1477,Nebraska2025,PI656118,PI656118,1,26,11,67.0
1478,Nebraska2025,PI534136,PI534136,1,25,11,68.0
1479,Nebraska2025,PI576409,PI576409,1,24,11,49.0
1480,Nebraska2025,PI595724,PI595724,1,23,11,60.0
1481,Nebraska2025,PI576402,PI576402,1,22,11,69.0
1482,Nebraska2025,PI534159,PI534159,1,21,11,70.0
1483,Nebraska2025,PI534076,PI534076,1,20,11,55.0
1484,Nebraska2025,PI534094,PI534094,1,19,11,53.0
1485,Nebraska2025,PI534056,PI534056,1,18,11,64.0
1486,Nebraska2025,PI534106,PI534106,1,17,11,66.0
1487,Nebraska2025,PI533834,PI533834,1,16,11,71.0
1488,Nebraska2025,PI533781,PI533781,1,15,11,50.0
1489,Nebraska2025,PI533935,PI533935,1,14,11,59.0
1490,Nebraska2025,PI613536,PI613536,1,13,11,55.0
1491,Nebraska2025,PI533953,PI533953,1,12,11,61.0
1492,Nebraska2025,PI564163,PI564163,1,11,11,58.0
1493,Nebraska2025,PI534125,PI534125,1,10,11,68.0
1494,Nebraska2025,SC1133,SC1133,1,9,11,49.0
1495,Nebraska2025,SC0550,SC0550,1,8,11,64.0
1496,Nebraska2025,PI564163,PI564163,1,7,11,61.0
1497,Nebraska2025,PI659695,PI659695,1,6,11,67.0
1498,Nebraska2025,PI533929,PI533929,1,5,11,58.0
1499,Nebraska2025,PI533756,PI533756,1,54,11,55.0
1500,Nebraska2025,PI656014,PI656014,1,53,11,64.0
1501,Nebraska2025,PI534139,PI534139,1,53,12,59.0
1502,Nebraska2025,SC1193,SC1193,1,54,12,62.0
1503,Nebraska2025,PI533769,PI533769,1,5,12,52.0
1504,Nebraska2025,PI656112,PI656112,1,6,12,63.0
1505,Nebraska2025,PI656033,PI656033,1,7,12,70.0
1506,Nebraska2025,PI576373,PI576373,1,8,12,71.0
1507,Nebraska2025,PI656116,PI656116,1,9,12,53.0
1508,Nebraska2025,SC0201,SC0201,1,10,12,67.0
1509,Nebraska2025,PI576404,PI576404,1,11,12,47.0
1510,Nebraska2025,PI629040,PI629040,1,12,12,62.0
1511,Nebraska2025,SC0517,SC0517,1,13,12,50.0
1512,Nebraska2025,PI534050,PI534050,1,14,12,60.0
1513,Nebraska2025,PI534099,PI534099,1,15,12,60.0
1514,Nebraska2025,PI597962,PI597962,1,16,12,71.0
1515,Nebraska2025,SC0003,SC0003,1,17,12,56.0
1516,Nebraska2025,PI656002,PI656002,1,18,12,67.0
1517,Nebraska2025,PI564163,PI564163,1,19,12,56.0
1518,Nebraska2025,PI533914,PI533914,1,20,12,62.0
1519,Nebraska2025,PI656044,PI656044,1,21,12,64.0
1520,Nebraska2025,PI576394,PI576394,1,22,12,66.0
1521,Nebraska2025,PI533880,PI533880,1,23,12,55.0
1522,Nebraska2025,PI564163,PI564163,1,24,12,58.0
1523,Nebraska2025,PI533833,PI533833,1,25,12,57.0
1524,Nebraska2025,SC1120,SC1120,1,26,12,56.0
1525,Nebraska2025,PI576359,PI576359,1,27,12,66.0
1526,Nebraska2025,PI656095,PI656095,1,28,12,51.0
1527,Nebraska2025,PI564163,PI564163,1,29,12,58.0
1528,Nebraska2025,PI656013,PI656013,1,30,12,58.0
1529,Nebraska2025,PI533965,PI533965,1,31,12,55.0
1530,Nebraska2025,PI656107,PI656107,1,32,12,66.0
1531,Nebraska2025,PI534028,PI534028,1,33,12,65.0
1532,Nebraska2025,PI576390,PI576390,1,34,12,52.0
1533,Nebraska2025,PI534070,PI534070,1,35,12,50.0
1534,Nebraska2025,PI533786,PI533786,1,36,12,64.0
1535,Nebraska2025,PI534031,PI534031,1,37,12,68.0
1536,Nebraska2025,PI576412,PI576412,1,38,12,69.0
1537,Nebraska2025,PI533762,PI533762,1,39,12,55.0
1538,Nebraska2025,PI533791,PI533791,1,40,12,49.0
1539,Nebraska2025,PI533787,PI533787,1,41,12,52.0
1540,Nebraska2025,PI533773,PI533773,1,42,12,56.0
1541,Nebraska2025,PI595723,PI595723,1,43,12,56.0
1542,Nebraska2025,PI656025,PI656025,1,44,12,52.0
1543,Nebraska2025,PI576355,PI576355,1,45,12,54.0
1544,Nebraska2025,PI534111,PI534111,1,46,12,57.0
1545,Nebraska2025,PI656120,PI656120,1,47,12,56.0
1546,Nebraska2025,PI576331,PI576331,1,48,12,65.0
1547,Nebraska2025,SC0814,SC0814,1,49,12,64.0
1548,Nebraska2025,SC0276,SC0276,1,50,12,49.0
1549,Nebraska2025,PI533864,PI533864,1,51,12,48.0
1550,Nebraska2025,PI533824,PI533824,1,52,12,68.0
1551,Nebraska2025,PI564163,PI564163,1,52,13,61.0
1552,Nebraska2025,PI576430,PI576430,1,51,13,49.0
1553,Nebraska2025,PI597973,PI597973,1,50,13,69.0
1554,Nebraska2025,PI533885,PI533885,1,49,13,49.0
1555,Nebraska2025,PI597954,PI597954,1,48,13,57.0
1556,Nebraska2025,PI533926,PI533926,1,47,13,48.0
1557,Nebraska2025,PI576370,PI576370,1,46,13,63.0
1558,Nebraska2025,PI534037,PI534037,1,45,13,55.0
1559,Nebraska2025,PI533887,PI533887,1,44,13,51.0
1560,Nebraska2025,PI576353,PI576353,1,43,13,66.0
1561,Nebraska2025,PI534107,PI534107,1,42,13,56.0
1562,Nebraska2025,PI576426,PI576426,1,41,13,69.0
1563,Nebraska2025,PI656114,PI656114,1,40,13,59.0
1564,Nebraska2025,SC0713,SC0713,1,39,13,49.0
1565,Nebraska2025,PI656097,PI656097,1,38,13,66.0
1566,Nebraska2025,PI534154,PI534154,1,37,13,71.0
1567,Nebraska2025,PI576332,PI576332,1,36,13,55.0
1568,Nebraska2025,PI533867,PI533867,1,35,13,62.0
1569,Nebraska2025,PI534011,PI534011,1,34,13,69.0
1570,Nebraska2025,PI534148,PI534148,1,33,13,72.0
1571,Nebraska2025,PI655997,PI655997,1,32,13,69.0
1572,Nebraska2025,SC0436,SC0436,1,31,13,64.0
1573,Nebraska2025,PI533829,PI533829,1,30,13,67.0
1574,Nebraska2025,PI597955,PI597955,1,29,13,59.0
1575,Nebraska2025,PI659694,PI659694,1,28,13,66.0
1576,Nebraska2025,PI534110,PI534110,1,27,13,60.0
1577,Nebraska2025,PI534113,PI534113,1,26,13,64.0
1578,Nebraska2025,PI534044,PI534044,1,25,13,57.0
1579,Nebraska2025,PI656092,PI656092,1,24,13,72.0
1580,Nebraska2025,PI533995,PI533995,1,23,13,49.0
1581,Nebraska2025,PI597974,PI597974,1,22,13,49.0
1582,Nebraska2025,PI533998,PI533998,1,21,13,49.0
1583,Nebraska2025,PI329435,PI329435,1,20,13,68.0
1584,Nebraska2025,PI533906,PI533906,1,19,13,69.0
1585,Nebraska2025,PI534126,PI534126,1,18,13,71.0
1586,Nebraska2025,PI533792,PI533792,1,17,13,52.0
1587,Nebraska2025,SC0542,SC0542,1,16,13,56.0
1588,Nebraska2025,PI564163,PI564163,1,15,13,56.0
1589,Nebraska2025,PI533971,PI533971,1,14,13,56.0
1590,Nebraska2025,PI533766,PI533766,1,13,13,57.0
1591,Nebraska2025,SC0470,SC0470,1,12,13,55.0
1592,Nebraska2025,PI533882,PI533882,1,11,13,69.0
1593,Nebraska2025,PI576364,PI576364,1,10,13,56.0
1594,Nebraska2025,PI533939,PI533939,1,9,13,50.0
1595,Nebraska2025,PI659693,PI659693,1,8,13,49.0
1596,Nebraska2025,PI576329,PI576329,1,7,13,69.0
1597,Nebraska2025,PI656048,PI656048,1,6,13,69.0
1598,Nebraska2025,PI534004,PI534004,1,5,13,64.0
1599,Nebraska2025,PI534164,PI534164,1,54,13,65.0
1600,Nebraska2025,PI656063,PI656063,1,53,13,68.0
1601,Nebraska2025,PI564163,PI564163,1,53,14,59.0
1602,Nebraska2025,PI656005,PI656005,1,54,14,63.0
1603,Nebraska2025,PI533893,PI533893,1,5,14,59.0
1604,Nebraska2025,PI576344,PI576344,1,6,14,64.0
1605,Nebraska2025,PI576369,PI576369,1,7,14,68.0
1606,Nebraska2025,PI533908,PI533908,1,8,14,68.0
1607,Nebraska2025,SC0150,SC0150,1,9,14,65.0
1608,Nebraska2025,PI534079,PI534079,1,10,14,50.0
1609,Nebraska2025,SC0249,SC0249,1,11,14,54.0
1610,Nebraska2025,PI534137,PI534137,1,12,14,55.0
1611,Nebraska2025,PI534114,PI534114,1,13,14,67.0
1612,Nebraska2025,PI595734,PI595734,1,14,14,57.0
1613,Nebraska2025,PI534074,PI534074,1,15,14,56.0
1614,Nebraska2025,PI656083,PI656083,1,16,14,55.0
1615,Nebraska2025,SC0556,SC0556,1,17,14,55.0
1616,Nebraska2025,PI552861,PI552861,1,18,14,69.0
1617,Nebraska2025,PI534167,PI534167,1,19,14,63.0
1618,Nebraska2025,PI564163,PI564163,1,20,14,61.0
1619,Nebraska2025,PI534090,PI534090,1,21,14,50.0
1620,Nebraska2025,PI656057,PI656057,1,22,14,73.0
1621,Nebraska2025,PI534163,PI534163,1,23,14,64.0
1622,Nebraska2025,PI595720,PI595720,1,24,14,55.0
1623,Nebraska2025,SC0999,SC0999,1,25,14,68.0
1624,Nebraska2025,PI656056,PI656056,1,26,14,64.0
1625,Nebraska2025,PI534026,PI534026,1,27,14,59.0
1626,Nebraska2025,PI564163,PI564163,1,28,14,55.0
1627,Nebraska2025,PI533958,PI533958,1,29,14,67.0
1628,Nebraska2025,PI533751,PI533751,1,30,14,63.0
1629,Nebraska2025,PI533802,PI533802,1,31,14,52.0
1630,Nebraska2025,PI534117,PI534117,1,32,14,52.0
1631,Nebraska2025,PI533837,PI533837,1,33,14,63.0
1632,Nebraska2025,PI17548,PI17548,1,34,14,55.0
1633,Nebraska2025,PI533798,PI533798,1,35,14,57.0
1634,Nebraska2025,PI642998,PI642998,1,36,14,59.0
1635,Nebraska2025,PI576330,PI576330,1,37,14,65.0
1636,Nebraska2025,PI656008,PI656008,1,38,14,66.0
1637,Nebraska2025,PI534052,PI534052,1,39,14,65.0
1638,Nebraska2025,PI534035,PI534035,1,40,14,69.0
1639,Nebraska2025,PI656089,PI656089,1,41,14,53.0
1640,Nebraska2025,PI533966,PI533966,1,42,14,65.0
1641,Nebraska2025,PI534161,PI534161,1,43,14,72.0
1642,Nebraska2025,PI534063,PI534063,1,44,14,62.0
1643,Nebraska2025,PI35038,PI35038,1,45,14,66.0
1644,Nebraska2025,BTx643,BTx643,1,46,14,61.0
1645,Nebraska2025,PI534103,PI534103,1,47,14,59.0
1646,Nebraska2025,PI656051,PI656051,1,48,14,68.0
1647,Nebraska2025,PI533883,PI533883,1,49,14,51.0
1648,Nebraska2025,PI534151,PI534151,1,50,14,67.0
1649,Nebraska2025,PI533909,PI533909,1,51,14,63.0
1650,Nebraska2025,PI533949,PI533949,1,52,14,59.0
1651,Nebraska2025,PI533795,PI533795,1,52,15,68.0
1652,Nebraska2025,PI564163,PI564163,1,51,15,61.0
1653,Nebraska2025,PI533954,PI533954,1,50,15,53.0
1654,Nebraska2025,SC0409,SC0409,1,49,15,55.0
1655,Nebraska2025,PI576399,PI576399,1,48,15,56.0
1656,Nebraska2025,PI534084,PI534084,1,47,15,47.0
1657,Nebraska2025,PI656004,PI656004,1,46,15,63.0
1658,Nebraska2025,PI533780,PI533780,1,45,15,64.0
1659,Nebraska2025,PI576372,PI576372,1,44,15,67.0
1660,Nebraska2025,PI533832,PI533832,1,43,15,58.0
1661,Nebraska2025,PI656078,PI656078,1,42,15,61.0
1662,Nebraska2025,PI533967,PI533967,1,41,15,66.0
1663,Nebraska2025,PI564163,PI564163,1,40,15,59.0
1664,Nebraska2025,PI534003,PI534003,1,39,15,67.0
1665,Nebraska2025,PI656087,PI656087,1,38,15,57.0
1666,Nebraska2025,PI534130,PI534130,1,37,15,71.0
1667,Nebraska2025,SC1178,SC1178,1,36,15,50.0
1668,Nebraska2025,PI576396,PI576396,1,35,15,67.0
1669,Nebraska2025,PI533922,PI533922,1,34,15,70.0
1670,Nebraska2025,PI564163,PI564163,1,33,15,59.0
1671,Nebraska2025,PI533940,PI533940,1,32,15,63.0
1672,Nebraska2025,PI534065,PI534065,1,31,15,55.0
1673,Nebraska2025,PI534115,PI534115,1,30,15,62.0
1674,Nebraska2025,PI656047,PI656047,1,29,15,71.0
1675,Nebraska2025,SC0640,SC0640,1,28,15,58.0
1676,Nebraska2025,PI533805,PI533805,1,27,15,58.0
1677,Nebraska2025,PI564163,PI564163,1,26,15,58.0
1678,Nebraska2025,PI534081,PI534081,1,25,15,59.0
1679,Nebraska2025,PI534066,PI534066,1,24,15,58.0
1680,Nebraska2025,PI656043,PI656043,1,23,15,71.0
1681,Nebraska2025,SC1097,SC1097,1,22,15,70.0
1682,Nebraska2025,PI533788,PI533788,1,21,15,50.0
1683,Nebraska2025,PI534098,PI534098,1,20,15,59.0
1684,Nebraska2025,PI533845,PI533845,1,19,15,59.0
1685,Nebraska2025,PI534112,PI534112,1,18,15,62.0
1686,Nebraska2025,PI576375,PI576375,1,17,15,64.0
1687,Nebraska2025,PI534162,PI534162,1,16,15,59.0
1688,Nebraska2025,PI533970,PI533970,1,15,15,59.0
1689,Nebraska2025,SC0190,SC0190,1,14,15,58.0
1690,Nebraska2025,PI533779,PI533779,1,13,15,53.0
1691,Nebraska2025,PI656080,PI656080,1,12,15,58.0
1692,Nebraska2025,PI533924,PI533924,1,11,15,68.0
1693,Nebraska2025,PI534116,PI534116,1,10,15,50.0
1694,Nebraska2025,PI576433,PI576433,1,9,15,68.0
1695,Nebraska2025,PI533992,PI533992,1,8,15,69.0
1696,Nebraska2025,PI576395,PI576395,1,7,15,59.0
1697,Nebraska2025,PI533907,PI533907,1,6,15,73.0
1698,Nebraska2025,SC0179,SC0179,1,5,15,59.0
1699,Nebraska2025,PI656084,PI656084,1,54,15,63.0
1700,Nebraska2025,PI609456,PI609456,1,53,15,75.0
1701,Nebraska2025,PI576398,PI576398,1,53,16,67.0
1702,Nebraska2025,PI533869,PI533869,1,54,16,70.0
1704,Nebraska2025,PI656059,PI656059,1,6,16,69.0
1705,Nebraska2025,PI656119,PI656119,1,7,16,49.0
1706,Nebraska2025,PI564163,PI564163,1,8,16,63.0
1707,Nebraska2025,PI533747,PI533747,1,9,16,52.0
1708,Nebraska2025,PI533810,PI533810,1,10,16,69.0
1709,Nebraska2025,PI656074,PI656074,1,11,16,57.0
1710,Nebraska2025,PI656085,PI656085,1,12,16,50.0
1711,Nebraska2025,PI576361,PI576361,1,13,16,60.0
1712,Nebraska2025,SC0521,SC0521,1,14,16,47.0
1713,Nebraska2025,PI533874,PI533874,1,15,16,53.0
1714,Nebraska2025,SC0138,SC0138,1,16,16,63.0
1715,Nebraska2025,PI564163,PI564163,1,17,16,61.0
1716,Nebraska2025,PI534104,PI534104,1,18,16,63.0
1717,Nebraska2025,SC0685,SC0685,1,19,16,49.0
1718,Nebraska2025,PI595700,PI595700,1,20,16,68.0
1719,Nebraska2025,PI534067,PI534067,1,21,16,55.0
1720,Nebraska2025,PI656117,PI656117,1,22,16,62.0
1721,Nebraska2025,PI533749,PI533749,1,23,16,66.0
1722,Nebraska2025,PI533947,PI533947,1,24,16,73.0
1723,Nebraska2025,PI533844,PI533844,1,25,16,71.0
1724,Nebraska2025,SC0893,SC0893,1,26,16,66.0
1725,Nebraska2025,PI561071,PI561071,1,27,16,70.0
1726,Nebraska2025,PI576367,PI576367,1,28,16,61.0
1727,Nebraska2025,PI642992,PI642992,1,29,16,66.0
1728,Nebraska2025,PI659696,PI659696,1,30,16,61.0
1729,Nebraska2025,PI534101,PI534101,1,31,16,64.0
1730,Nebraska2025,PI533809,PI533809,1,32,16,63.0
1731,Nebraska2025,PI533750,PI533750,1,33,16,76.0
1732,Nebraska2025,PI656050,PI656050,1,34,16,62.0
1733,Nebraska2025,PI576338,PI576338,1,35,16,62.0
1734,Nebraska2025,PI656121,PI656121,1,36,16,52.0
1735,Nebraska2025,PI533815,PI533815,1,37,16,57.0
1736,Nebraska2025,PI576333,PI576333,1,38,16,68.0
1737,Nebraska2025,PI597946,PI597946,1,39,16,55.0
1738,Nebraska2025,PI533911,PI533911,1,40,16,62.0
1739,Nebraska2025,PI656019,PI656019,1,41,16,55.0
1740,Nebraska2025,SC0157,SC0157,1,42,16,66.0
1741,Nebraska2025,PI533758,PI533758,1,43,16,62.0
1742,Nebraska2025,PI656111,PI656111,1,44,16,67.0
1743,Nebraska2025,PI564163,PI564163,1,45,16,60.0
1744,Nebraska2025,PI576424,PI576424,1,46,16,73.0
1745,Nebraska2025,PI533828,PI533828,1,47,16,55.0
1746,Nebraska2025,PI534132,PI534132,1,48,16,66.0
1747,Nebraska2025,PI533959,PI533959,1,49,16,55.0
1748,Nebraska2025,PI656061,PI656061,1,50,16,70.0
1749,Nebraska2025,PI533941,PI533941,1,51,16,52.0
1750,Nebraska2025,PI576415,PI576415,1,52,16,50.0
1751,Nebraska2025,PI656082,PI656082,1,52,17,69.0
1752,Nebraska2025,PI534024,PI534024,1,51,17,71.0
1753,Nebraska2025,PI534092,PI534092,1,50,17,64.0
1754,Nebraska2025,PI533862,PI533862,1,49,17,43.0
1755,Nebraska2025,PI533830,PI533830,1,48,17,48.0
1756,Nebraska2025,PI607931,PI607931,1,47,17,71.0
1757,Nebraska2025,PI656115,PI656115,1,46,17,62.0
1758,Nebraska2025,SC0343,SC0343,1,45,17,63.0
1759,Nebraska2025,PI595744,PI595744,1,44,17,52.0
1760,Nebraska2025,PI597980,PI597980,1,43,17,55.0
1761,Nebraska2025,PI533865,PI533865,1,42,17,62.0
1762,Nebraska2025,PI576397,PI576397,1,41,17,61.0
1763,Nebraska2025,SC0456,SC0456,1,40,17,64.0
1764,Nebraska2025,SC1058,SC1058,1,39,17,63.0
1765,Nebraska2025,PI533804,PI533804,1,38,17,44.0
1768,Nebraska2025,PI576376,PI576376,1,35,17,64.0
1769,Nebraska2025,PI564163,PI564163,1,34,17,59.0
1770,Nebraska2025,PI595709,PI595709,1,33,17,59.0
1771,Nebraska2025,PI533811,PI533811,1,32,17,58.0
1772,Nebraska2025,PI576345,PI576345,1,31,17,71.0
1773,Nebraska2025,PI576130,PI576130,1,30,17,85.0
1774,Nebraska2025,SC0868,SC0868,1,29,17,57.0
1775,Nebraska2025,PI534096,PI534096,1,28,17,49.0
1776,Nebraska2025,PI533977,PI533977,1,27,17,68.0
1777,Nebraska2025,SC0551,SC0551,1,26,17,57.0
1778,Nebraska2025,PI576436,PI576436,1,25,17,61.0
1779,Nebraska2025,PI564163,PI564163,1,24,17,60.0
1780,Nebraska2025,PI533775,PI533775,1,23,17,58.0
1781,Nebraska2025,PI595748,PI595748,1,22,17,68.0
1782,Nebraska2025,PI576434,PI576434,1,21,17,71.0
1783,Nebraska2025,PI656081,PI656081,1,20,17,50.0
1784,Nebraska2025,PI22326,PI22326,1,19,17,70.0
1785,Nebraska2025,SC0412,SC0412,1,18,17,56.0
1786,Nebraska2025,PI651492,PI651492,1,17,17,67.0
1787,Nebraska2025,PI533760,PI533760,1,16,17,68.0
1788,Nebraska2025,PI533757,PI533757,1,15,17,62.0
1789,Nebraska2025,PI656011,PI656011,1,14,17,71.0
1790,Nebraska2025,PI656022,PI656022,1,13,17,64.0
1791,Nebraska2025,PI534064,PI534064,1,12,17,53.0
1792,Nebraska2025,PI561072,PI561072,1,11,17,54.0
1793,Nebraska2025,PI533853,PI533853,1,10,17,71.0
1794,Nebraska2025,PI564163,PI564163,1,9,17,62.0
1795,Nebraska2025,PI34911,PI34911,1,8,17,70.0
1796,Nebraska2025,SC0848,SC0848,1,7,17,58.0
1797,Nebraska2025,PI656096,PI656096,1,6,17,55.0
1798,Nebraska2025,PI656110,PI656110,1,5,17,68.0
1799,Nebraska2025,PI655998,PI655998,1,54,17,73.0
1800,Nebraska2025,PI533785,PI533785,1,53,17,52.0
1801,Nebraska2025,PI642793,PI642793,1,53,18,60.0
1802,Nebraska2025,PI656024,PI656024,1,54,18,70.0
1803,Nebraska2025,PI533842,PI533842,1,5,18,71.0
1804,Nebraska2025,PI533814,PI533814,1,6,18,71.0
1805,Nebraska2025,PI534033,PI534033,1,7,18,69.0
1806,Nebraska2025,PI576385,PI576385,1,8,18,56.0
1807,Nebraska2025,PI534150,PI534150,1,9,18,69.0
1808,Nebraska2025,PI656049,PI656049,1,10,18,66.0
1809,Nebraska2025,SC0837,SC0837,1,11,18,66.0
1810,Nebraska2025,SC1119,SC1119,1,12,18,55.0
1811,Nebraska2025,PI534015,PI534015,1,13,18,62.0
1812,Nebraska2025,PI564163,PI564163,1,14,18,61.0
1813,Nebraska2025,PI533860,PI533860,1,15,18,66.0
1814,Nebraska2025,PI533910,PI533910,1,16,18,67.0
1815,Nebraska2025,PI534013,PI534013,1,17,18,62.0
1816,Nebraska2025,PI656041,PI656041,1,18,18,66.0
1817,Nebraska2025,PI655990,PI655990,1,19,18,56.0
1818,Nebraska2025,PI533933,PI533933,1,20,18,66.0
1819,Nebraska2025,PI533997,PI533997,1,21,18,55.0
1820,Nebraska2025,PI534018,PI534018,1,22,18,62.0
1821,Nebraska2025,PI533770,PI533770,1,23,18,53.0
1822,Nebraska2025,PI533827,PI533827,1,24,18,66.0
1823,Nebraska2025,SC0314,SC0314,1,25,18,62.0
1824,Nebraska2025,PI533812,PI533812,1,26,18,66.0
1825,Nebraska2025,PI656068,PI656068,1,27,18,68.0
1826,Nebraska2025,PI533858,PI533858,1,28,18,68.0
1827,Nebraska2025,PI564163,PI564163,1,29,18,59.0
1828,Nebraska2025,PI601816,PI601816,1,30,18,71.0
1829,Nebraska2025,PI656055,PI656055,1,31,18,66.0
1830,Nebraska2025,PI533925,PI533925,1,32,18,71.0
1831,Nebraska2025,PI655972,PI655972,1,33,18,66.0
1832,Nebraska2025,PI533840,PI533840,1,34,18,55.0
1833,Nebraska2025,PI533836,PI533836,1,35,18,66.0
1834,Nebraska2025,PI534124,PI534124,1,36,18,70.0
1835,Nebraska2025,PI534059,PI534059,1,37,18,55.0
