genotype,mask_pixels_blue,days_to_flower_blue
PI576353,3540582.2733998457,66.79411977982997
PI576354,4189305.6047351914,64.30199736667927
PI576355,4172657.8575198073,55.90789981519334
PI576356,3437251.925659116,
PI576357,3327318.213946432,60.03887661600542
PI576358,3585183.0912964065,68.53327157668353
PI576359,3650649.734350241,66.41593006103587
PI576360,3429784.7877145195,66.69905009681939
PI576361,3592854.022109649,59.52183250954988
PI576362,3794847.962286098,65.87502420554257
PI576363,3500466.2763249865,61.91994518395711
PI576364,3569207.9079373423,59.69223245423717
PI576365,3303180.0628518714,
PI576366,3788310.8984286487,61.77472679635045
PI576367,2922411.4205547916,
PI576368,3349224.8388881334,62.81578531083691
PI576369,5110362.535406145,65.99963700640944
PI576370,3427697.4400665117,63.28275704219296
PI576371,3197437.2250034125,62.54989291578808
PI576372,3457042.8115715133,67.46145734108053
PI576373,3452078.4224333405,66.72079195732293
PI576374,4630987.764483157,70.66950697896316
PI576375,4330861.176233262,65.9882742687724
PI576376,3812410.8786802003,63.83449566318967
PI576377,3495899.16819728,57.51554483910126
PI576378,3822867.894908075,64.64549257093222
PI576379,3916536.5997377303,62.18033974446661
PI576380,4533003.406556355,64.1677644035693
PI576381,3732161.162286098,60.87388793177891
PI576382,4209720.13277316,49.94448956412158
PI576383,2505579.969886384,51.04080272567843
PI576385,3137373.8985476387,55.82040673538831
PI576386,2931527.9207194746,68.01728741449513
PI576387,3905001.7596798674,57.85328234503908
PI576389,2577476.0826871227,61.819800433758175
PI576390,2936139.757519807,52.038346643871904
PI576391,3708190.7559244423,64.39880962508373
PI576392,4020566.809130899,60.606329290832754
PI576393,3052375.5488215843,57.36979647936099
PI576394,3214899.537236293,
PI576395,3980708.5128518716,55.72874587366883
PI576396,1869230.1982381803,66.93418677075167
PI576397,4168543.6612277366,62.90396102176869
PI576398,4870687.350102494,67.37146272525828
PI576399,3092908.509566596,58.034861493084165
PI576400,3722479.2280920926,67.84873724998425
PI576401,4659098.898428649,68.77699934387785
PI576402,4156389.1957537034,69.525241330841
PI576403,4940345.970373059,63.660156925077736
PI576404,2794900.879601922,
PI576405,4127977.9371727933,69.6156895893002
PI576406,4130176.72129468,67.64958402335006
PI576407,5492007.655053591,64.5531182028
PI576408,2270167.2231390905,61.517741057132056
PI576409,3537227.1633365178,48.38237182025836
PI576410,3484692.5327211088,60.6398875316103
PI576411,3114543.063524729,67.97368624412346
PI576412,3464322.620569626,70.34479845655959
PI576413,3336766.806625999,54.68033974446661
PI576414,3290413.0681000045,59.704201493504335
PI576415,2865829.4654429825,49.07978247149872
PI576416,2910218.0575198075,49.76264505538861
PI576417,3155679.7008843683,58.00610821113722
PI576418,3633768.4668965447,68.98994051466968
PI576419,2195031.7623205655,51.61193433015471
PI576420,4131515.2436266528,52.41880891019344
PI576421,4822861.495173262,59.315708981340286
PI576422,3530973.577971164,61.17151966271479
PI576423,4157798.076012303,66.35328234503905
PI576424,4953926.205932425,72.26109151118604
PI576425,3177062.2502861107,65.65072029711376
PI576426,3697852.9462742317,68.55879957161854
PI576427,3771734.4726039767,50.78275704219295
PI576428,4622977.88855104,64.60678293346974
PI576429,2953482.806631244,52.61917474008789
PI576430,2857090.5336703896,49.105993097560415
PI576431,2828749.8083367464,59.02375861922292
PI576432,3730625.653465951,49.15508185788944
PI576433,4616149.487559443,65.79586235522382
PI576434,5249097.425905125,70.40797614468994
PI576435,3510008.7600560393,65.23321463922704
PI576436,3848751.455812289,62.47229010658398
PI576437,3133630.0016840342,65.20647404103171
PI585291,4011672.1237532655,68.94895832967981
PI585295,4041299.1240878375,65.47562259837851
PI594355,4174832.24019205,71.26999816701647
PI595699,3953316.82801983,68.66864081355723
PI595700,3679653.5059996014,67.51327229157384
PI595701,3052910.759829716,58.48259289995391
PI595702,4992253.025905124,58.4512308772072
PI595703,3658074.0211852044,67.25942526528877
PI595704,4332591.814933024,64.12564594481573
PI595705,2313648.025905125,54.30942131089168
PI595706,4563222.170373058,57.991683090063525
PI595708,2591482.4378518714,55.76283408657986
PI595709,3596122.266392485,57.81517900920675
PI595710,4476078.348991653,68.93017164783043
PI595711,3299714.642464233,67.62223712352463
PI595712,3852384.179628013,57.65412911840485
PI595713,4439617.100842485,66.32154300915201
PI595714,3708430.8699676343,59.19511130339472
PI595716,3906118.7140962807,52.69204891995802
PI595717,4504122.85642187,66.23435091299079
PI595718,3447427.3991931435,50.8157089813403
PI595719,4044434.4936753195,69.39888595458032
PI595720,2995052.651146025,56.35843374172402
PI595721,3417700.5016840342,53.93926183794002
PI595722,3747872.4295746856,64.60266060576592
PI595723,3892129.3843502407,54.44660945265578
PI595724,4109925.458357546,59.50190955393683
PI595725,3483629.420680208,50.716094203274906
PI595726,3708939.1635961207,60.36244886464527
PI595727,2850679.3114286745,57.80033112078201
PI595728,4511131.187662237,69.32767802060748
PI595729,3107957.2568538887,49.289574684775175
PI595730,3131730.752695213,63.91714266429614
PI595731,4310304.022109649,59.96024473782021
PI595732,5068870.208822478,65.11708572683968
PI595733,4652192.032721109,59.61488950880885
PI595734,5190075.427758698,59.99850073264571
PI595735,4910921.653593397,58.15185657087745
PI595736,4622315.711428674,53.09155773190467
PI595737,4291656.720500322,59.34934355161438
PI595738,4086653.608399865,62.55766329785482
PI595739,4060251.4070574986,70.34479845655963
PI595740,4455376.1230766615,69.21268538198377
PI595741,3088840.641670079,58.5612556534251
PI595742,3665983.8350173677,67.8994922562105
PI595743,3631941.2886022,69.72351814748727
PI595744,4121647.170373058,54.63849139407085
PI595745,4000893.876411707,59.69503497389813
PI595746,3534445.6746297413,68.5764499797042
PI595747,3715576.3577300333,56.903431049635145
PI595748,3325824.0031703534,67.5867527730741
PI596332,4127716.873525383,63.76545307196166
PI596567,3674920.498525383,73.21216996619584
PI597943,4452544.471884374,67.07269472055872
PI597944,4537691.589119197,66.93698929041264
PI597945,3363013.5746538937,52.00330569147632
PI597946,3625532.0028645457,55.459714765686655
PI597947,3152219.233013538,50.111404358021154
PI597949,3449840.343626653,71.4199451839571
PI597950,2163369.485666603,65.11629589093035
PI597951,2381667.6179574234,53.41767263642972
PI597952,3948800.2623862857,50.63352353166504
PI597953,2805996.7603225783,47.54481784859969
PI597954,3510410.673399845,
PI597955,3799379.6887763157,57.9893342130395
PI597956,3233379.270627588,64.80889133875809
PI597957,3634752.28840972,
PI597958,3212931.875985073,58.793513478199856
PI597959,3839638.9411634975,48.59549652532931
PI597960,3952341.484358381,57.704547931358704
PI597961,4278187.179052953,64.57443729595255
PI597962,4803172.20614964,70.19344505749748
PI597963,4241712.1911932975,68.8851743399193
PI597965,3905880.85642187,57.29586235522379
PI597966,3398566.8719355324,56.71897305243248
PI597967,4617257.843626653,64.42562655277561
PI597968,4121031.436028546,58.92509658064207
PI597969,3125700.940569733,
PI597970,3682029.170373057,58.65561183002296
PI597971,4000382.255785863,55.90744617255637
PI597972,3672868.8503949237,49.76344038821004
PI597973,3857180.968774078,67.29919484701833
PI597974,2694510.644904847,48.41259756924136
PI597975,2877892.6457867953,51.88115921699804
PI597976,2962381.2733256235,60.19564127552826
PI597977,2584591.0974070295,48.22632066714823
PI597978,2610512.597127914,59.73889600804556
PI597979,1879243.3666716139,53.40683987092624
PI597980,3448954.00889749,53.02637760460471
PI597981,2905123.7453468665,47.81980043375816
PI597982,2114882.7572657894,48.30146739454574
PI598069,1979706.5043775686,61.46118437765754
PI598070,1961859.1703949235,70.28957468477516
PI601415,4288374.04019205,59.77681580959874
PI601553,4010997.52639061,59.271134440780166
PI601554,3760715.1999911107,71.91365751350845
PI601555,3112417.8735253825,61.72454721646841
PI601556,3586308.4263906097,58.766589345725365
PI601557,4070251.223525383,69.7802246308898
PI601716,3107996.093057276,49.76204425067056
PI601721,4327416.659723943,66.8029501061638
PI601743,3807592.654635355,66.36980197627298
PI601744,2853428.9263906092,62.27567953583498
PI601756,3715629.7597239427,66.80976774874604
PI602599,3899372.206858716,66.7824971784172
PI602600,3525142.2597239427,51.29499618981792
PI603983,3833790.706858716,68.75863542937947
PI605723,3858180.4263906097,66.7802246308898
PI605724,3552044.873525383,61.28931482099939
PI605725,3292317.8847239427,68.78590599970829
PI605726,3903793.1314791963,62.74272759668765
PI606788,4079341.6735253828,60.74500014421504
PI607931,4165641.6502861106,67.9932730064642
PI609456,2621938.4531310014,73.21216996619584
PI613536,4526579.077149826,56.732684667093466
PI613610,4568472.747125885,
PI613611,3611542.873525383,51.78363345218091
PI613612,3348887.8013906097,
PI613613,3691786.54019205,66.28136090465348
PI619402,3913102.54019205,64.26090797690689
PI629034,3665727.987386141,63.00819722438548
PI629040,3622329.0891000074,63.236699790014754
PI629059,4916026.33710202,65.72298817535368
PI641824,3425346.750017567,71.31283013218274
PI641836,3267093.5981390905,63.935929346145535
PI641849,2624983.095173262,48.6421600791377
PI641874,2657280.356421871,64.95830838356518
PI642791,3438816.642464233,69.11996457599719
PI642793,2816902.022109649,61.57417743217676
PI642992,3902049.6447620085,56.308967668254695
PI642998,1625978.3903730577,61.55258823066645
PI651492,3991982.232766722,66.8288906238678
PI651496,2990916.5891191964,73.21216996619584
PI653616,2008801.2706275878,70.72526072288112
PI653617,2607723.9372942545,58.167764403569294
PI655970,4147976.0650665117,68.81457270757662
PI655971,2940837.203173406,55.40736984305978
PI655972,3665287.985666603,62.59357041565633
PI655973,3408316.023804164,69.59932811397141
PI655974,3415084.978095342,71.37669045143984
PI655975,4190670.4043775685,63.2623041144463
PI655976,3829433.2237873543,59.34025336150478
PI655977,4342579.028563509,60.34085966313495
PI655978,2826142.573223021,60.66549185604188
PI655979,4344322.8466943875,55.6505367628346
PI655980,1813479.8091308994,61.63814495621646
PI655981,3674157.219396941,
PI655982,3913924.2593456367,58.333965691056136
PI655983,3579802.6447620085,69.8556312220631
PI655984,4277076.420500323,58.86638765806991
PI655985,3932121.5016840342,64.11367690554856
PI655986,4479766.590886121,65.36813023346377
PI655987,4810244.367551036,58.47429254575361
PI655988,3584944.4565562233,62.11508328767007
PI655989,3494771.2079267357,62.74684992439144
PI655990,3733542.089119196,57.4210814577208
PI655991,3658706.6686669,68.18314226412757
PI655992,3552608.5950544374,62.575573569716255
PI655993,4308244.965095316,61.236093488384576
PI655994,3259750.82801983,
PI655995,3292766.441163497,69.11594945307596
PI655996,3884178.845173262,61.28162076842925
PI655997,3962670.4336703895,66.59235781239599
PI655998,3276465.4945610696,68.42441394951533
PI655999,1813075.5209955703,71.32654174684377
PI656000,4249846.514454343,63.49509191135462
PI656001,4259276.610646372,66.85502492043292
PI656002,3570129.4548778725,67.02008993415605
PI656003,3160428.18101555,68.55224179281205
PI656004,3653151.5460984022,61.41418748564201
PI656005,3404757.9669533665,59.94433690512838
PI656006,3872703.799219454,66.86472141217266
PI656007,3429391.3336982997,67.0622847224062
PI656008,5422337.813684034,66.33964705987465
PI656009,5172912.075489146,
PI656010,3280437.166769161,68.85896371385759
PI656011,3805614.6612277366,70.38805318907687
PI656012,4463839.684508752,71.32093670752187
PI656013,3053663.257519807,58.885250669415925
PI656014,3661267.4478164893,62.23768340478524
PI656015,3399443.595054438,63.6051166875725
PI656016,3597467.53840972,56.62038734334823
PI656017,3538274.0759850736,73.21216996619584
PI656018,4235689.672368812,69.32828432223762
PI656019,3382859.169531213,54.46312358697777
PI656020,3476790.095173262,63.78722580775116
PI656021,1545468.6039609201,47.52453843953842
PI656022,2825090.516392485,63.802679997806045
PI656023,3668915.4323186814,65.26116784068263
PI656024,3038449.3372214586,68.59349408615972
PI656025,4150014.3570380155,54.45176084934075
PI656026,4499054.44338614,63.024105057077314
PI656027,4286354.487438102,65.10606942705702
PI656028,3014189.8041511974,66.19677754929198
PI656029,3391932.2058443767,66.53774034224173
PI656030,1808188.0259051248,
PI656031,3176099.4065563544,60.11663208420269
PI656032,3691615.06346464,73.21216996619584
PI656033,3905217.41603722,70.01562116859785
PI656034,4348144.050286111,68.82714804847393
PI656035,2707906.745346866,59.51860722253797
PI656036,3819871.196669851,69.86646398756652
PI656037,4531756.954628014,64.67117322486041
PI656038,3347838.819465911,73.03406141259282
PI656039,4174108.7308902126,64.84994985324455
PI656040,3867720.171929987,69.75374389647028
PI656041,3867571.2856666027,67.96032106731681
PI656042,4096519.048821584,68.83911708774109
PI656043,4196557.330356876,68.93077794946056
PI656044,5073625.371593205,64.96153367057713
PI656046,4067546.320260064,58.67685459367888
PI656047,3121392.1762332623,69.4939556375909
PI656048,4399892.302107411,66.21965568355924
PI656049,4293587.485666603,67.49622818511833
PI656050,3590141.9713949272,59.85275237290553
PI656051,5262327.796173922,67.75594011450107
PI656052,4769736.920680208,70.30949764038824
PI656053,3930421.312453462,61.88229549076176
PI656054,4270549.40130969,73.21216996619584
PI656055,3949822.3317126515,68.11114449424541
PI656056,4168749.4856666024,65.02069623578619
PI656057,4553299.649804907,71.47229010658398
PI656058,4508558.6891000075,64.7730605504532
PI656059,4512106.503839459,67.06455726993364
PI656060,2903485.703070293,67.64723514632607
PI656061,3203875.4059996014,69.04508795695749
PI656062,3780325.9244861715,71.29132275708116
PI656063,4704912.791337852,63.50236319657374
PI656064,3230110.3309507524,61.46118437765754
PI656065,3100485.548428649,58.24745622602161
PI656066,4050422.2759051244,61.46118437765754
PI656067,3248701.4830135372,61.46118437765754
PI656068,4343342.005785863,67.94607948052224
PI656069,4436334.203343233,71.97463898360799
PI656070,3668388.1412706757,67.70473146563789
PI656071,4128003.588095618,67.79525605359366
PI656072,4625514.2748164935,71.20768664429202
PI656073,5300372.868970841,73.19730752142553
PI656074,2970144.8554429817,59.43138425109073
PI656075,4268283.287294254,68.99815429479135
PI656076,3882967.3354568495,69.16890067733299
PI656077,2977124.011304674,50.81684525510399
PI656078,3453445.1689383416,60.96653240826885
PI656079,3450029.0467286184,58.7141680936019
PI656080,2846189.930356876,
PI656081,2101378.4261000557,
PI656082,2822410.6261194823,68.51266598994368
PI656083,4755484.2564218715,59.67693092317548
PI656084,3943792.5068538887,
PI656085,3712111.866645161,49.97630522950523
PI656086,4203754.736552783,58.81745155673417
PI656087,4675308.604518538,63.29351347819981
PI656088,3843054.178131,55.8783566973371
PI656089,3643819.222368812,
PI656090,3391734.7618399286,55.82479917144992
PI656091,4144942.1261194823,71.17518834778164
PI656092,4562066.545466006,72.05887590111513
PI656093,2772308.8481390905,67.46774501152919
PI656094,3848370.0610457757,67.19791382305569
PI656095,3543916.3903041733,53.66208303475078
PI656096,4217012.173338281,54.39888595458032
PI656097,4757864.626119482,67.93979181007359
PI656098,2654946.8786801994,49.39373455789539
PI656099,3085550.59755688,50.847677305717184
PI656100,4307292.62166985,69.38805318907687
PI656101,2350219.909318406,48.24806252765177
PI656102,3086333.119967634,61.20988286232284
PI656103,3580530.9304612475,58.21844308029892
PI656104,2482498.270722508,60.184884839521416
PI656105,3534647.264483156,57.72291184585715
PI656106,4070294.1308919885,63.28965101427177
PI656107,4488456.59085314,66.38350809402205
PI656108,3850801.795653899,50.117615698973225
PI656109,3331361.264056455,50.597769072856735
PI656110,3073589.6612277366,66.87669045143983
PI656111,3281176.0919747883,65.91138496598106
PI656112,4382399.141712466,59.26177414231277
PI656113,4099185.1588518755,55.32487550094652
PI656114,3868817.1683507003,60.80381627156974
PI656115,3442012.327894402,62.40168847424132
PI656116,2928051.9241864737,
PI656117,4838847.620554794,
PI656118,3237505.2052688664,67.20192894597695
PI656119,2200088.575442981,
PI656120,4298281.141712466,57.33563193695338
PI656121,2858624.749248286,52.47630522950523
PI659691,3612844.226411707,71.1529928446412
PI659692,1937527.4874144434,
PI659693,4402032.025905124,
PI659694,3800432.897235091,65.28109079629571
PI659695,3470542.46045685,62.65072029711376
PI659696,3586085.155442982,61.00478840309441
PI659753,4154066.033485173,68.74283480147017
SC0003,3787915.426346534,56.819194132128
SC0027,4029595.4217463653,66.90911241845363
SC0041,3512188.308894174,60.326088104206825
SC0092,2900879.785569271,70.10292521721159
SC0138,3228509.0253081215,65.88752321694332
SC0150,3106632.5152458474,65.46100369844358
SC0156,3419075.3938725274,68.25374389647027
SC0157,3753982.9463686175,66.27419682421689
SC0159,3600429.7698863847,67.04080272567842
SC0178,3980062.516054442,68.62397969891846
SC0179,3170496.820892776,61.29813490275126
SC0190,4754253.070892777,
SC0191,3310023.612420371,58.05819326998835
SC0201,4150055.48476667,68.20988286232284
SC0235,3694375.582721108,68.152386543011
SC0236,3628851.768366673,64.69030634456416
SC0247,2873428.422368813,64.34191960740202
SC0249,3510510.7303568763,55.92683915603593
SC0263,2688462.983619444,65.8089676682547
SC0266,2567403.691956488,50.20507790349227
SC0276,2651075.258620032,47.92729279867287
SC0287,1922361.1728337195,47.97683520163879
SC0297,2425288.16045685,50.1745820461515
SC0314,2907888.9856666024,60.619704712221456
SC0343,3654831.543600209,59.64190021536195
SC0371,3735779.31946591,63.06133198292168
SC0400,2272968.1350676874,48.21189554607451
SC0409,3204162.9428999284,54.52008993415606
SC0412,3046645.4945610696,54.88464436778574
SC0436,3038959.191819644,64.86987280885764
SC0438,3122178.106733179,55.78957468477517
SC0445,3474813.0528224786,70.12390336942188
SC0448,4554093.400364967,71.04864943724179
SC0456,4557503.85642187,63.80146739454575
SC0458,3938467.6821734025,70.33055686976502
SC0463,5294571.211465982,64.96880495579627
SC0470,4014751.041270676,62.15473542003503
SC0479,3472646.2194891456,69.13412983329519
SC0505,4250035.396929454,68.34540475818974
SC0517,2150768.365766675,50.72420077861405
SC0521,3190571.9649988073,48.594176717286494
SC0540,3100762.1892657587,54.250865047312764
SC0542,3488727.3048694646,59.37267532851858
SC0550,2625165.6502861106,60.77828827663474
SC0551,3194618.6297738748,59.03948291763557
SC0556,2951058.343053591,58.04402801269039
SC0581,3600805.833435828,71.5349323256687
SC0582,3981661.8602212626,69.45403339686816
SC0602,3498236.743675319,62.41138496598104
SC0604,2863174.6447620075,54.62685854807605
SC0615,2989414.231880972,50.3692665072275
SC0616,2464167.264056454,63.12617591694926
SC0618,3653916.1714289505,67.30548251746703
SC0631,3073295.2318809726,57.36131259088159
SC0636,3713084.670680208,66.67458204615149
SC0640,3815580.76005604,
SC0652,4239714.45642187,52.51406212748316
SC0685,2759413.149248286,49.96494249186823
SC0713,3560482.1836703895,50.05258823066645
SC0741,4758922.665908078,58.74257019002461
SC0747,3681313.4611821217,53.6922324542372
SC0753,3404443.1114804284,55.30495254533344
SC0759,4101930.959184136,51.64897772171989
SC0777,4236844.226411706,62.660946760987066
SC0814,4387168.8181000035,62.70306521974063
SC0823,3359107.2762989393,65.01675744236157
SC0834,4684732.88855104,66.5511055190484
SC0837,3615638.8152143057,66.32949692549795
SC0847,4081466.8507825877,57.75662274562784
SC0848,2465059.8381072097,59.01448489483411
SC0854,3341069.804628013,53.145038928295264
SC0858,3392520.321507808,59.31298279117594
SC0860,4429073.256421871,58.01406212748317
SC0864,3601393.855442982,51.62879490233106
SC0868,4191532.8994333893,56.37320530065214
SC0870,4261222.03548316,70.21109546558313
SC0871,3759250.2655067355,63.85782744009386
SC0877,3844483.3191134264,58.3897194349741
SC0893,3920688.8963686177,64.77192427668949
SC0914,3754624.49267897,63.34760097622056
SC0921,3780814.311428675,65.41418748564199
SC0923,3766038.9206802086,68.67458204615151
SC0965,3516531.8975240598,50.221851901590014
SC0999,3824694.3492482854,66.98425914585115
SC1021,4295091.466106493,66.01493853747108
SC1023,4490470.262124243,57.706820478886144
SC1024,4909917.983619443,66.83282941729243
SC1058,3775785.565976055,66.5382703143753
SC1082,2766593.337320901,49.03319524718693
SC1097,4409237.761839928,70.87214535638506
SC1107,3699257.3904540213,55.81525533870335
SC1114,2818220.525302826,53.066223515830856
SC1119,3795213.9865523535,53.5418317946596
SC1120,3492022.490853141,57.38062924486449
SC1133,3309821.909318407,49.24578998012436
SC1166,3875767.044762008,57.740714912936
SC1170,3288584.441163497,53.1364023808226
SC1178,2965087.5542261098,49.82767802060747
SC1193,3156127.5237046825,64.47335005085108
SC1216,2963280.347095401,66.05433080606032
SC1442,2067129.5259051248,57.22927584580238
SC1446,3378956.9369355626,51.971413696596045
